id,tipo,ambiente,area_m2,configuracao,acabamento,descricao,origem
140,Apto,Geral,55.0,3Q+2B,Popular,"Reforma pré-entrega: pintura completa, troca de pisos áreas sociais, revisão elétrica, silicones/rejuntes novos, louças sanitárias e pequenos reparos de acabamento",expandido
141,Apto,Geral,55.0,3Q+2B,Médio,"Reforma pré-entrega: pintura completa, troca de pisos áreas sociais, revisão elétrica, silicones/rejuntes novos, louças sanitárias e pequenos reparos de acabamento",base
142,Apto,Geral,49.0,3Q+2B,Médio,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",expandido
143,Apto,Geral,49.0,3Q+2B,Luxo,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",expandido
144,Apto,Geral,98.0,3Q+2B,Médio,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",expandido
145,Apto,Geral,98.0,3Q+2B,Luxo,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",expandido
146,Apto,Geral,70.0,3Q+2B,Médio,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",expandido
147,Apto,Geral,70.0,3Q+2B,Luxo,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",base
148,Apto,Geral,49.0,1Q+1B,Popular,"Reforma studio: pintura, piso único, iluminação integrada, cozinha compacta e banheiro funcional",expandido
149,Apto,Geral,35.0,1Q+1B,Popular,"Reforma studio: pintura, piso único, iluminação integrada, cozinha compacta e banheiro funcional",base
150,Apto,Geral,30,1Q+1B,Popular,"Reforma studio: pintura, piso único, iluminação integrada, cozinha compacta e banheiro funcional",expandido
151,Apto,Elétrica geral,42.0,3Q+2B,Popular,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",expandido
152,Apto,Elétrica geral,42.0,3Q+2B,Médio,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",expandido
153,Apto,Elétrica geral,60.0,3Q+2B,Popular,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",expandido
154,Apto,Elétrica geral,60.0,3Q+2B,Médio,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",base
155,Apto,Elétrica geral,84.0,3Q+2B,Popular,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",expandido
156,Apto,Elétrica geral,84.0,3Q+2B,Médio,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",expandido
157,Apto,Hidráulica geral,77.0,3Q+2B,Popular,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",expandido
158,Apto,Hidráulica geral,77.0,3Q+2B,Médio,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",expandido
159,Apto,Hidráulica geral,38.0,3Q+2B,Popular,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",expandido
160,Apto,Hidráulica geral,38.0,3Q+2B,Médio,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",expandido
161,Apto,Hidráulica geral,55.0,3Q+2B,Popular,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",expandido
162,Apto,Hidráulica geral,55.0,3Q+2B,Médio,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",base
163,Casa,Banheiro,4.0,2Q+1B,Popular,"Banheiro simples: demolição, impermeabilização básica, cerâmica padrão, louças/metais econômicos, box acrílico e pintura de teto",expandido
164,Casa,Banheiro,5.0,2Q+1B,Popular,"Banheiro simples: demolição, impermeabilização básica, cerâmica padrão, louças/metais econômicos, box acrílico e pintura de teto",base
165,Casa,Banheiro,7.0,2Q+1B,Popular,"Banheiro simples: demolição, impermeabilização básica, cerâmica padrão, louças/metais econômicos, box acrílico e pintura de teto",expandido
166,Casa,Banheiro,8.0,3Q+2B,Popular,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",expandido
167,Casa,Banheiro,8.0,3Q+2B,Médio,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",expandido
168,Casa,Banheiro,4.0,3Q+2B,Popular,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",expandido
169,Casa,Banheiro,4.0,3Q+2B,Médio,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",expandido
170,Casa,Banheiro,6.0,3Q+2B,Popular,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",expandido
171,Casa,Banheiro,6.0,3Q+2B,Médio,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",base
172,Casa,Banheiro suíte,8.0,4Q+3B,Médio,"Suíte master spa: banheira de imersão (se layout permitir), ducha com cromoterapia, bancada dupla, espelho de parede inteira, iluminação cênica e aquecimento de piso",expandido
173,Casa,Banheiro suíte,8.0,4Q+3B,Luxo,"Suíte master spa: banheira de imersão (se layout permitir), ducha com cromoterapia, bancada dupla, espelho de parede inteira, iluminação cênica e aquecimento de piso",base
174,Casa,Lavabo,2.0,3Q+2B,Médio,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
175,Casa,Lavabo,2.0,3Q+2B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
176,Casa,Lavabo,3.0,3Q+2B,Médio,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
177,Casa,Lavabo,3.0,3Q+2B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",base
178,Casa,Lavabo,4,3Q+2B,Médio,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
179,Casa,Lavabo,4,3Q+2B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
180,Casa,Banheiro,3.0,2Q+1B,Popular,"Banheiro econômico casa: pintura de azulejos, troca de louças básicas, rejunte novo, torneira econômica e box simples",expandido
181,Casa,Banheiro,6.0,2Q+1B,Popular,"Banheiro econômico casa: pintura de azulejos, troca de louças básicas, rejunte novo, torneira econômica e box simples",expandido
182,Casa,Banheiro social,4.0,3Q+2B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
183,Casa,Banheiro social,4.0,3Q+2B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
184,Casa,Banheiro social,5.0,3Q+2B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
185,Casa,Banheiro social,5.0,3Q+2B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",base
186,Casa,Banheiro social,7.0,3Q+2B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
187,Casa,Banheiro social,7.0,3Q+2B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
188,Casa,Quarto,10.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
189,Casa,Quarto,20.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
190,Casa,Quarto,14.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",base
191,Casa,Quarto,16.0,3Q+2B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
192,Casa,Quarto,16.0,3Q+2B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",base
193,Casa,Quarto,11.0,3Q+2B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
194,Casa,Quarto,11.0,3Q+2B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
195,Casa,Quarto,22.0,3Q+2B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
196,Casa,Quarto,22.0,3Q+2B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
197,Casa,Suíte master,16,4Q+3B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
198,Casa,Suíte master,16,4Q+3B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
199,Casa,Suíte master,20.0,4Q+3B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
200,Casa,Suíte master,20.0,4Q+3B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",base
201,Casa,Suíte master,28.0,4Q+3B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
202,Casa,Suíte master,28.0,4Q+3B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
203,Casa,Quarto solteiro,8.0,3Q+2B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
204,Casa,Quarto solteiro,12.0,3Q+2B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",base
205,Casa,Quarto solteiro,15,3Q+2B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
206,Casa,Quarto hóspedes,10.0,3Q+2B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
207,Casa,Quarto hóspedes,10.0,3Q+2B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
208,Casa,Quarto hóspedes,18,3Q+2B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
209,Casa,Quarto hóspedes,18,3Q+2B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
210,Casa,Quarto hóspedes,14.0,3Q+2B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
211,Casa,Quarto hóspedes,14.0,3Q+2B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",base
212,Casa,Quarto empregada,8.0,4Q+3B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",base
213,Casa,Quarto empregada,11.0,4Q+3B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
214,Casa,Quarto empregada,6,4Q+3B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
215,Casa,Cozinha,8.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
216,Casa,Cozinha,17.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
217,Casa,Cozinha,12.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",base
218,Casa,Cozinha,16.0,3Q+2B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
219,Casa,Cozinha,16.0,3Q+2B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",base
220,Casa,Cozinha,11.0,3Q+2B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
221,Casa,Cozinha,11.0,3Q+2B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
222,Casa,Cozinha,22.0,3Q+2B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
223,Casa,Cozinha,22.0,3Q+2B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
224,Casa,Cozinha,30,4Q+3B,Médio,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
225,Casa,Cozinha,30,4Q+3B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
226,Casa,Cozinha,22.0,4Q+3B,Médio,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
227,Casa,Cozinha,22.0,4Q+3B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",base
228,Casa,Cozinha,15.0,4Q+3B,Médio,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
229,Casa,Cozinha,15.0,4Q+3B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
230,Casa,Copa,8.0,3Q+2B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
231,Casa,Copa,8.0,3Q+2B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",base
232,Casa,Copa,11.0,3Q+2B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
233,Casa,Copa,11.0,3Q+2B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
234,Casa,Copa,6,3Q+2B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
235,Casa,Copa,6,3Q+2B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
236,Casa,Sala,25.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",base
237,Casa,Sala,18.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
238,Casa,Sala,35.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
239,Casa,Sala,24.0,3Q+2B,Popular,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
240,Casa,Sala,24.0,3Q+2B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
241,Casa,Sala,49.0,3Q+2B,Popular,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
242,Casa,Sala,49.0,3Q+2B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
243,Casa,Sala,35.0,3Q+2B,Popular,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
244,Casa,Sala,35.0,3Q+2B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",base
245,Casa,Living integrado,40,4Q+3B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
246,Casa,Living integrado,40,4Q+3B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
247,Casa,Living integrado,50.0,4Q+3B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
248,Casa,Living integrado,50.0,4Q+3B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",base
249,Casa,Living integrado,70.0,4Q+3B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
250,Casa,Living integrado,70.0,4Q+3B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
251,Casa,Sala,20.0,3Q+2B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",base
252,Casa,Sala,28.0,3Q+2B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",expandido
253,Casa,Sala,14.0,3Q+2B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",expandido
254,Casa,Lavanderia,8.0,2Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",base
255,Casa,Lavanderia,11.0,2Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",expandido
256,Casa,Lavanderia,6.0,2Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",expandido
257,Casa,Lavanderia,8.0,3Q+2B,Popular,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
258,Casa,Lavanderia,8.0,3Q+2B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
259,Casa,Lavanderia,12.0,3Q+2B,Popular,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
260,Casa,Lavanderia,12.0,3Q+2B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",base
261,Casa,Lavanderia,15,3Q+2B,Popular,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
262,Casa,Lavanderia,15,3Q+2B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
263,Casa,Área gourmet,20.0,3Q+2B,Popular,"Espaço gourmet: churrasqueira em alvenaria ou pré-moldada, bancada, cuba, armários, revestimento resistente, iluminação e piso antiderrapante",expandido
264,Casa,Área gourmet,20.0,3Q+2B,Médio,"Espaço gourmet: churrasqueira em alvenaria ou pré-moldada, bancada, cuba, armários, revestimento resistente, iluminação e piso antiderrapante",base
265,Casa,Área gourmet,28.0,3Q+2B,Popular,"Espaço gourmet: churrasqueira em alvenaria ou pré-moldada, bancada, cuba, armários, revestimento resistente, iluminação e piso antiderrapante",expandido
266,Casa,Área gourmet,28.0,3Q+2B,Médio,"Espaço gourmet: churrasqueira em alvenaria ou pré-moldada, bancada, cuba, armários, revestimento resistente, iluminação e piso antiderrapante",expandido
267,Casa,Área gourmet,15,3Q+2B,Popular,"Espaço gourmet: churrasqueira em alvenaria ou pré-moldada, bancada, cuba, armários, revestimento resistente, iluminação e piso antiderrapante",expandido
268,Casa,Área gourmet,15,3Q+2B,Médio,"Espaço gourmet: churrasqueira em alvenaria ou pré-moldada, bancada, cuba, armários, revestimento resistente, iluminação e piso antiderrapante",expandido
269,Casa,Área gourmet,42.0,4Q+3B,Médio,"Área gourmet premium: churrasqueira argentina, forno de pizza (se viável), bancada em granito, geladeira embutida, iluminação cênica e pergolado decorativo",expandido
270,Casa,Área gourmet,42.0,4Q+3B,Luxo,"Área gourmet premium: churrasqueira argentina, forno de pizza (se viável), bancada em granito, geladeira embutida, iluminação cênica e pergolado decorativo",expandido
271,Casa,Área gourmet,21.0,4Q+3B,Médio,"Área gourmet premium: churrasqueira argentina, forno de pizza (se viável), bancada em granito, geladeira embutida, iluminação cênica e pergolado decorativo",expandido
272,Casa,Área gourmet,21.0,4Q+3B,Luxo,"Área gourmet premium: churrasqueira argentina, forno de pizza (se viável), bancada em granito, geladeira embutida, iluminação cênica e pergolado decorativo",expandido
273,Casa,Área gourmet,30.0,4Q+3B,Médio,"Área gourmet premium: churrasqueira argentina, forno de pizza (se viável), bancada em granito, geladeira embutida, iluminação cênica e pergolado decorativo",expandido
274,Casa,Área gourmet,30.0,4Q+3B,Luxo,"Área gourmet premium: churrasqueira argentina, forno de pizza (se viável), bancada em granito, geladeira embutida, iluminação cênica e pergolado decorativo",base
275,Casa,Varanda,10.0,3Q+2B,Popular,"Varanda casa: piso externo, guarda-corpo novo, iluminação, tomadas e pintura de paredes/teto",expandido
276,Casa,Varanda,10.0,3Q+2B,Médio,"Varanda casa: piso externo, guarda-corpo novo, iluminação, tomadas e pintura de paredes/teto",expandido
277,Casa,Varanda,20,3Q+2B,Popular,"Varanda casa: piso externo, guarda-corpo novo, iluminação, tomadas e pintura de paredes/teto",expandido
278,Casa,Varanda,20,3Q+2B,Médio,"Varanda casa: piso externo, guarda-corpo novo, iluminação, tomadas e pintura de paredes/teto",expandido
279,Casa,Varanda,15.0,3Q+2B,Popular,"Varanda casa: piso externo, guarda-corpo novo, iluminação, tomadas e pintura de paredes/teto",expandido
280,Casa,Varanda,15.0,3Q+2B,Médio,"Varanda casa: piso externo, guarda-corpo novo, iluminação, tomadas e pintura de paredes/teto",base
281,Casa,Varanda,10.0,2Q+1B,Popular,"Varanda simples: pintura, piso cerâmico externo, iluminação básica e guarda-corpo revisado",base
282,Casa,Varanda,14.0,2Q+1B,Popular,"Varanda simples: pintura, piso cerâmico externo, iluminação básica e guarda-corpo revisado",expandido
283,Casa,Varanda,7.0,2Q+1B,Popular,"Varanda simples: pintura, piso cerâmico externo, iluminação básica e guarda-corpo revisado",expandido
284,Casa,Garagem,42.0,2Q+1B,Popular,"Garagem organizada: pintura de piso (tinta específica), demarcações, prateleiras metálicas e iluminação funcional",expandido
285,Casa,Garagem,21.0,2Q+1B,Popular,"Garagem organizada: pintura de piso (tinta específica), demarcações, prateleiras metálicas e iluminação funcional",expandido
286,Casa,Garagem,30.0,2Q+1B,Popular,"Garagem organizada: pintura de piso (tinta específica), demarcações, prateleiras metálicas e iluminação funcional",base
287,Casa,Garagem,40.0,3Q+2B,Popular,"Garagem funcional: pintura epóxi, armários de parede, bancada de trabalho, iluminação LED e tomadas para ferramentas",expandido
288,Casa,Garagem,40.0,3Q+2B,Médio,"Garagem funcional: pintura epóxi, armários de parede, bancada de trabalho, iluminação LED e tomadas para ferramentas",base
289,Casa,Garagem,56.0,3Q+2B,Popular,"Garagem funcional: pintura epóxi, armários de parede, bancada de trabalho, iluminação LED e tomadas para ferramentas",expandido
290,Casa,Garagem,56.0,3Q+2B,Médio,"Garagem funcional: pintura epóxi, armários de parede, bancada de trabalho, iluminação LED e tomadas para ferramentas",expandido
291,Casa,Garagem,28.0,3Q+2B,Popular,"Garagem funcional: pintura epóxi, armários de parede, bancada de trabalho, iluminação LED e tomadas para ferramentas",expandido
292,Casa,Garagem,28.0,3Q+2B,Médio,"Garagem funcional: pintura epóxi, armários de parede, bancada de trabalho, iluminação LED e tomadas para ferramentas",expandido
293,Casa,Quintal,50.0,2Q+1B,Popular,"Quintal básico: nivelamento, grama ou piso intertravado, drenagem superficial e iluminação de segurança",base
294,Casa,Quintal,35.0,2Q+1B,Popular,"Quintal básico: nivelamento, grama ou piso intertravado, drenagem superficial e iluminação de segurança",expandido
295,Casa,Quintal,70.0,2Q+1B,Popular,"Quintal básico: nivelamento, grama ou piso intertravado, drenagem superficial e iluminação de segurança",expandido
296,Casa,Quintal/jardim,56.0,3Q+2B,Popular,"Paisagismo leve: canteiros, plantio, irrigação básica, iluminação de jardim, deck de madeira ou WPC e mobiliário externo",expandido
297,Casa,Quintal/jardim,56.0,3Q+2B,Médio,"Paisagismo leve: canteiros, plantio, irrigação básica, iluminação de jardim, deck de madeira ou WPC e mobiliário externo",expandido
298,Casa,Quintal/jardim,80.0,3Q+2B,Popular,"Paisagismo leve: canteiros, plantio, irrigação básica, iluminação de jardim, deck de madeira ou WPC e mobiliário externo",expandido
299,Casa,Quintal/jardim,80.0,3Q+2B,Médio,"Paisagismo leve: canteiros, plantio, irrigação básica, iluminação de jardim, deck de madeira ou WPC e mobiliário externo",base
300,Casa,Quintal/jardim,112.0,3Q+2B,Popular,"Paisagismo leve: canteiros, plantio, irrigação básica, iluminação de jardim, deck de madeira ou WPC e mobiliário externo",expandido
301,Casa,Quintal/jardim,112.0,3Q+2B,Médio,"Paisagismo leve: canteiros, plantio, irrigação básica, iluminação de jardim, deck de madeira ou WPC e mobiliário externo",expandido
302,Casa,Fachada,42.0,2Q+1B,Popular,"Fachada casa: pintura externa com tratamento de fissuras, selagem de esquadrias, limpeza de telhado e revisão de calhas",expandido
