id,tipo,área (ambiente),area_m2,qtd_imovel (padrão 2Q+1B),acabamento (popular / médio / luxo / comercial),descrição da reforma (sem ampliação)
54,Casa,Telhado,90,2Q+1B,Médio,"Telha fibrocimento: retirada total sem reaproveitamento, troca total de rufos e cumeeiras, subcobertura básica e troca parcial de calhas; condutores novos para redistribuir vazão e evitar retorno"
55,Casa,Telhado,90,2Q+1B,Luxo,"Telha fibrocimento: substituição por fibrocimento novo + pintura refletiva (quando aplicável), subcobertura premium e troca total de calhas/condutores; revisão completa de encontros e passagens de dutos"
56,Casa,Telhado,140,3Q+2B,Popular,"Telha de concreto: retirada parcial com reaproveitamento, sem subcobertura nova, revisão de fixações e substituição de cumeeiras; calhas/condutores apenas limpos e revedados pontualmente"
57,Casa,Telhado,140,3Q+2B,Médio,"Telha de concreto: retirada total sem reaproveitamento, troca parcial de madeiramento, subcobertura básica e troca total de rufos; calhas mantidas com revisão de suportes e vedação"
58,Casa,Telhado,140,4Q+3B,Luxo,"Telha de concreto: retirada total sem reaproveitamento, madeiramento novo, subcobertura premium, reforço de detalhes em rincões e encontros, troca total de calhas/condutores e acabamento superior em beirais/fáscias"
59,Casa,Telhado,80,2Q+1B,Médio,"Telha metálica trapezoidal: retirada total sem reaproveitamento, telhas novas com manta básica, rufos completos e troca parcial de calhas/condutores; revisão da estrutura sem troca com alinhamento e reaperto"
60,Casa,Telhado,80,2Q+1B,Luxo,"Telha metálica sanduíche: retirada total sem reaproveitamento, reforços pontuais, vedação premium em parafusos e emendas, rufos novos e troca total de calhas/condutores com dimensionamento e teste final"
61,Casa,Telhado,100,2Q+1B,Popular,"Telha cerâmica: troca total sem reaproveitamento com foco econômico (telha padrão), revisão do madeiramento sem troca (reaperto/alinhamento), sem subcobertura, troca parcial de rufos e vedação de encontros; calhas/condutores apenas limpos e ajustados"
62,Casa,Telhado,100,2Q+1B,Médio,"Telha cerâmica: retirada total com reaproveitamento parcial, troca parcial de ripas e caibros, subcobertura básica e troca total de rufos; inclui revisão completa de calhas/condutores com correção de caimento e emendas"
63,Casa,Telhado,100,2Q+1B,Luxo,"Telha cerâmica: retirada total sem reaproveitamento, madeiramento novo completo com tratamento, subcobertura premium, cumeeiras/espigões/rincões novos e troca total de calhas/condutores com detalhamento de pingadeiras e teste final"
64,Casa,Telhado,150,3Q+2B,Médio,"Telha cerâmica: retirada parcial com reaproveitamento, reforço pontual do madeiramento em áreas de maior vão, subcobertura básica somente nos rincões e encontros, troca parcial de rufos e troca total de condutores (descidas) mantendo calhas após reparos"
65,Casa,Telhado,150,3Q+2B,Comercial,"Telha cerâmica: retirada total sem reaproveitamento, troca parcial de madeiramento, subcobertura básica e troca total de calhas/condutores; inclui reorganização de descidas para reduzir pontos de transbordo e infiltração em fachada"
66,Casa,Telhado,75,2Q+1B,Popular,"Telha fibrocimento: manutenção corretiva com troca pontual de chapas, cumeeiras e parafusos/arruelas, vedação em emendas e revisão de rufos; inclui troca parcial de condutores e limpeza completa de calhas"
67,Casa,Telhado,75,2Q+1B,Médio,"Telha fibrocimento: retirada total sem reaproveitamento, revisão de estrutura sem troca, subcobertura básica e troca total de rufos; calhas/condutores mantidos com reparo, suportes novos e testes de estanqueidade"
68,Casa,Telhado,75,2Q+1B,Comercial,"Telha fibrocimento: retirada total sem reaproveitamento, troca parcial de apoios/terças, subcobertura básica e troca total de calhas/condutores; inclui correção de caimento e reforço de suportes para reduzir deformação e vazamento"
69,Casa,Telhado,75,2Q+1B,Luxo,"Telha fibrocimento: retirada total sem reaproveitamento, subcobertura premium e detalhamento reforçado em passagens (dutos/antenas), rufos novos completos e troca total de calhas/condutores com dimensionamento para alta vazão"
70,Casa,Telhado,130,3Q+2B,Popular,"Telha de concreto: troca parcial com reaproveitamento, substituição de telhas trincadas e cumeeiras, revisão de fixações e vedação; sem subcobertura nova e com manutenção de calhas/condutores (limpeza e vedação pontual)"
71,Casa,Telhado,130,3Q+2B,Médio,"Telha de concreto: retirada total sem reaproveitamento, troca parcial do madeiramento (reforços por peso), subcobertura básica e troca parcial de calhas/condutores; inclui rufos novos em encontros com paredes"
72,Casa,Telhado,130,3Q+2B,Luxo,"Telha de concreto: retirada total sem reaproveitamento, troca total do madeiramento, subcobertura premium, revisão completa de rincões/espigões/cumeeiras e troca total de calhas/condutores com detalhamento de pingadeiras"
73,Casa,Telhado,160,4Q+3B,Comercial,"Telha de concreto: retirada total sem reaproveitamento, reforço estrutural do madeiramento, subcobertura básica e troca total de calhas/condutores; inclui reorganização de descidas e melhoria de coleta pluvial sem ampliar área"
74,Casa,Telhado,70,2Q+1B,Popular,"Telha metálica: vedação e manutenção (troca de parafusos/arruelas, selagem de emendas, correção de ruídos por vibração), revisão de rufos existentes e limpeza de calhas/condutores; sem troca de telhas"
75,Casa,Telhado,70,2Q+1B,Médio,"Telha metálica trapezoidal: retirada total sem reaproveitamento, telhas novas com manta básica, revisão da estrutura sem troca e troca total de rufos; calhas/condutores mantidos após reparo e ajuste de caimento"
76,Casa,Telhado,70,2Q+1B,Luxo,"Telha metálica sanduíche: retirada total sem reaproveitamento, reforços pontuais, vedação premium, rufos completos e troca total de calhas/condutores com dimensionamento e teste com mangueira"
77,Casa,Telhado,110,3Q+2B,Médio,"Telha metálica trapezoidal: retirada parcial com reaproveitamento (onde viável), substituição de peças amassadas, subcobertura básica, rufos novos e troca parcial de calhas/condutores; inclui reforço de suportes e vedação em emendas"
78,Casa,Telhado,110,3Q+2B,Comercial,"Telha metálica: retirada total sem reaproveitamento, troca parcial de terças/apoios, telhas novas, rufos completos e troca total de calhas/condutores com redimensionamento para chuvas intensas e melhor escoamento"
79,Casa,Telhado,110,3Q+2B,Luxo,"Telha metálica sanduíche: retirada total sem reaproveitamento, subcobertura premium nos detalhes (rincões/encontros), rufos especiais e calhas/condutores novos com foco em estanqueidade e conforto térmico"
80,Casa,Telhado,120,3Q+2B,Popular,"Telha cerâmica: remoção total com reaproveitamento parcial e limpeza/triagem, reposição de telhas, revisão de madeiramento sem troca, sem subcobertura nova; inclui troca parcial de rufos e limpeza completa de calhas/condutores"
81,Casa,Telhado,120,3Q+2B,Médio,"Telha cerâmica: remoção total sem reaproveitamento, troca total de cumeeiras e rincões, subcobertura básica e troca parcial de calhas/condutores; inclui reforço de vedação em encontros com chaminés/antenas"
82,Casa,Telhado,120,3Q+2B,Luxo,"Telha cerâmica: remoção total sem reaproveitamento, madeiramento novo completo, subcobertura premium e instalação de ventilação de cumeeira (quando aplicável) para reduzir calor; inclui troca total de rufos/calhas/condutores"
83,Casa,Telhado,85,2Q+1B,Popular,"Telha fibrocimento: remoção parcial com reaproveitamento, substituição de chapas, troca de fixações e vedação; inclui troca parcial de rufos e condutores e limpeza geral de calhas"
84,Casa,Telhado,85,2Q+1B,Médio,"Telha fibrocimento: remoção total sem reaproveitamento, subcobertura básica, rufos novos e troca parcial de calhas/condutores; revisão estrutural sem troca com alinhamento e reaperto"
85,Casa,Telhado,85,2Q+1B,Comercial,"Telha fibrocimento: remoção total sem reaproveitamento, troca parcial de apoios, subcobertura básica e troca total de calhas/condutores; inclui melhoria de pontos de descarga e teste de fluxo"
86,Casa,Telhado,145,3Q+2B,Médio,"Telha de concreto: remoção total com reaproveitamento parcial, troca parcial de madeiramento, subcobertura básica e troca total de rufos; calhas/condutores mantidos após revisão com suportes reforçados"
87,Casa,Telhado,145,3Q+2B,Comercial,"Telha de concreto: remoção total sem reaproveitamento, reforço de madeiramento, subcobertura básica e troca total de calhas/condutores; inclui correção de beirais e pingadeiras para reduzir manchas em fachada"
88,Casa,Telhado,145,4Q+3B,Luxo,"Telha de concreto: remoção total sem reaproveitamento, madeiramento novo completo, subcobertura premium, revisão completa de cumeeiras/espigões/rincões e troca total de rufos/calhas/condutores com acabamento superior"
89,Casa,Telhado,70,2Q+1B,Médio,"Telha metálica: troca total sem reaproveitamento com telha trapezoidal e manta básica, rufos novos e troca parcial de condutores; calhas mantidas após reparos e vedação de emendas"
90,Casa,Telhado,70,2Q+1B,Comercial,"Telha metálica: troca total sem reaproveitamento, troca parcial de estrutura, rufos completos e troca total de calhas/condutores com redimensionamento e melhor posicionamento de descidas"
91,Casa,Telhado,70,2Q+1B,Luxo,"Telha metálica sanduíche: troca total sem reaproveitamento, vedação premium e rufos especiais, calhas/condutores novos, incluindo detalhamento para reduzir ruído de chuva e ganho térmico"
92,Casa,Telhado,95,2Q+2B,Médio,"Telha cerâmica: intervenção pós-vento (correção de deslocamentos), reposição de telhas, fixações adicionais, revisão de cumeeiras e rufos; inclui checagem e reparo parcial de calhas/condutores"
93,Casa,Telhado,95,2Q+2B,Popular,"Telha fibrocimento: correção de infiltrações em pontos (passagens e emendas), aplicação de selantes adequados, troca de parafusos, substituição pontual de chapas e limpeza de calhas/condutores"
94,Casa,Telhado,95,2Q+2B,Luxo,"Telha cerâmica: remoção total sem reaproveitamento com foco em estanqueidade, subcobertura premium, cumeeiras/rincões novos, madeiramento parcialmente renovado com tratamento e troca total de rufos/calhas/condutores"
95,Casa,Telhado,110,3Q+2B,Popular,"Telha de concreto: manutenção com troca de telhas/cumeeiras soltas, revisão de fixações e vedação; inclui troca parcial de rufos e limpeza completa de calhas/condutores para evitar transbordo"
96,Casa,Telhado,110,3Q+2B,Médio,"Telha metálica trapezoidal: remoção total sem reaproveitamento, revisão estrutural sem troca, manta básica e rufos novos; inclui troca total de condutores e reparo de calhas com ajuste de caimento"
97,Casa,Telhado,110,3Q+2B,Comercial,"Telha metálica: remoção total sem reaproveitamento, troca parcial de terças, rufos completos e troca total de calhas/condutores com dimensionamento e teste de vazão para reduzir alagamento"
98,Casa,Telhado,110,4Q+3B,Luxo,"Telha metálica sanduíche: remoção total sem reaproveitamento, subcobertura premium em detalhes, rufos especiais, calhas/condutores novos e reforço de vedação em parafusos e emendas; foco em conforto térmico e estanqueidade"
99,Casa,Telhado,130,3Q+2B,Médio,"Telha cerâmica: remoção total com reaproveitamento parcial, troca parcial de madeiramento, subcobertura básica e troca total de calhas/condutores mantendo rufos após revisão e revedação completa"
100,Casa,Telhado,130,3Q+2B,Comercial,"Telha de concreto: remoção total sem reaproveitamento, reforço e troca parcial do madeiramento, subcobertura básica e troca total de rufos/calhas/condutores com reorganização de descidas e teste final de estanqueidade"
